KORT;KORT EID AV KUNDE;PRIS BOOKING;MEDLEM;KUNDEID;RESSURS;BESØKSDATO;STARTTID;BESTILLINGSDATO;BESTILLINGSTID;ANTALLRESURSER
<br/>;Gyldig for angitt antall dager NOK 400;NOK 0;yes;5799384;Dropin  - Bademaschin/Snipa;18.05.2022;17:30-19:00;18.05.2022;18.05.2022 09:37;1
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 400    Gyldig for angitt antall dager NOK 400;NOK 0;yes;6189716;Dropin - Kroloftet (Svartdalen);18.05.2022;17:30-19:00;27.04.2022;27.04.2022 23:31;1
<br/>;Antall ganger NOK 600;NOK 200;yes;6353054;Dropin - Kroloftet (Svartdalen);18.05.2022;17:30-19:00;10.05.2022;10.05.2022 14:31;2
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 400    Gyldig for angitt antall dager NOK 400;NOK 0;yes;6189811;Dropin - Kroloftet (Svartdalen);18.05.2022;17:30-19:00;18.05.2022;18.05.2022 10:32;1
<br/>;Gyldig for angitt antall dager NOK 400;NOK 0;yes;6643718;Dropin - Kroloftet (Svartdalen);18.05.2022;17:30-19:00;18.05.2022;18.05.2022 17:24;1
<br/>;Gyldig for angitt antall dager NOK 400    Gyldig for angitt antall dager NOK 400;NOK 200;yes;6030808;Ritualer  - Bademaschin;18.05.2022;17:30-19:00;16.05.2022;16.05.2022 07:47;1
<br/>;;NOK 400;yes;5485977;Ritualer  - Bademaschin;18.05.2022;17:30-19:00;18.05.2022;18.05.2022 16:01;2
<br/>;;NOK 0;;5495061;Måken;18.05.2022;18:00-20:00;11.10.2021;11.10.2021 13:04;1
<br/>;;NOK 1 700;yes;6853982;Alken;18.05.2022;18:15-20:15;04.05.2022;04.05.2022 21:25;1
<br/>;Antall ganger NOK 300;NOK 1 700;yes;6814192;Ærfuglen;18.05.2022;18:15-20:15;22.04.2022;22.04.2022 19:16;1
<br/>;;NOK 100;yes;5731987;Dropin  - Bademaschin/Snipa;18.05.2022;19:00-20:30;21.04.2022;21.04.2022 08:51;1
<br/>;;NOK 100;yes;5736181;Dropin  - Bademaschin/Snipa;18.05.2022;19:00-20:30;03.05.2022;03.05.2022 22:44;1
<br/>;;NOK 525;No;6853146;Dropin  - Bademaschin/Snipa;18.05.2022;19:00-20:30;04.05.2022;04.05.2022 17:00;3
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 400;NOK 0;yes;6257382;Dropin  - Bademaschin/Snipa;18.05.2022;19:00-20:30;10.05.2022;10.05.2022 16:01;1
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 2 800;NOK 0;No;5873539;Dropin  - Bademaschin/Snipa;18.05.2022;19:00-20:30;11.05.2022;11.05.2022 22:20;1
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 400;NOK 0;yes;6564735;Dropin  - Bademaschin/Snipa;18.05.2022;19:00-20:30;13.05.2022;13.05.2022 23:16;1
<br/>;Gyldig for angitt antall dager NOK 1 000;NOK 350;No;5830079;Dropin  - Bademaschin/Snipa;18.05.2022;19:00-20:30;14.05.2022;14.05.2022 21:18;2
<br/>;;NOK 350;yes;6118667;Dropin  - Bademaschin/Snipa;18.05.2022;19:00-20:30;15.05.2022;15.05.2022 19:51;2
<br/>;;NOK 400;yes;6503792;Dropin  - Bademaschin/Snipa;18.05.2022;19:00-20:30;15.05.2022;15.05.2022 20:02;4
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 400    Gyldig for angitt antall dager NOK 400;NOK 0;No;6014111;Dropin  - Bademaschin/Snipa;18.05.2022;19:00-20:30;15.05.2022;15.05.2022 21:05;1
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 2 500;NOK 0;No;5851624;Dropin - Kroloftet (Svartdalen);18.05.2022;19:00-20:30;17.05.2022;17.05.2022 17:49;1
<br/>;;NOK 350;No;6621319;Dropin - Kroloftet (Svartdalen);18.05.2022;19:00-20:30;18.05.2022;18.05.2022 18:20;2
<br/>;;NOK 2 300;No;6780457;Skarven;18.05.2022;19:00-21:00;11.04.2022;11.04.2022 20:21;1
<br/>;;NOK 1 500;yes;6155987;Badstua Bispen;18.05.2022;19:00-21:00;28.04.2022;28.04.2022 12:04;1
<br/>;;NOK 2 300;No;6817235;Havørnen;18.05.2022;19:15-21:15;23.04.2022;23.04.2022 16:21;1
<br/>;;NOK 2 800;No;6808162;Bademaschin 2;18.05.2022;19:15-21:15;20.04.2022;20.04.2022 21:22;1
<br/>;;NOK 1 200;yes;6596841;Måken;18.05.2022;20:00-22:00;20.04.2022;20.04.2022 09:54;1
<br/>;Gyldig for angitt antall dager NOK 400    Gyldig for angitt antall dager NOK 400;NOK 0;No;6263550;Dropin - Kroloftet (Svartdalen);18.05.2022;20:30-22:00;15.05.2022;15.05.2022 19:22;1
<br/>;Gyldig for angitt antall dager NOK 400;NOK 0;yes;6711203;Dropin - Kroloftet (Svartdalen);18.05.2022;20:30-22:00;15.05.2022;15.05.2022 19:24;1
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 400;NOK 0;yes;6263552;Dropin - Kroloftet (Svartdalen);18.05.2022;20:30-22:00;15.05.2022;15.05.2022 19:29;1
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 400;NOK 0;No;6876426;Dropin - Kroloftet (Svartdalen);18.05.2022;20:30-22:00;15.05.2022;15.05.2022 21:07;1
<br/>;;NOK 100;yes;6547370;Dropin - Kroloftet (Svartdalen);18.05.2022;20:30-22:00;16.05.2022;16.05.2022 06:38;1
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 2 800;NOK 0;yes;5595584;Dropin - Kroloftet (Svartdalen);18.05.2022;20:30-22:00;16.05.2022;16.05.2022 09:16;1
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 400;NOK 0;yes;6442023;Dropin - Kroloftet (Svartdalen);18.05.2022;20:30-22:00;16.05.2022;16.05.2022 11:31;1
<br/>;;NOK 175;No;6901367;Dropin - Kroloftet (Svartdalen);18.05.2022;20:30-22:00;16.05.2022;16.05.2022 12:10;1
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 2 500;NOK 0;yes;5503605;Dropin - Kroloftet (Svartdalen);18.05.2022;20:30-22:00;16.05.2022;16.05.2022 12:57;1
<br/>;;NOK 2 000;yes;6213150;Skarven;18.05.2022;21:00-23:00;08.05.2022;08.05.2022 19:11;1
<br/>;;NOK 2 300;No;6744486;Anda;18.05.2022;21:00-23:00;01.04.2022;01.04.2022 12:54;1
<br/>;;NOK 100;yes;6213876;Dropin  - Sukkerbiten;19.05.2022;07:00-08:30;29.04.2022;29.04.2022 15:04;1
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 400;NOK 0;yes;6183063;Dropin  - Sukkerbiten;19.05.2022;07:00-08:30;09.05.2022;09.05.2022 08:33;1
<br/>;;NOK 175;No;6779099;Dropin  - Sukkerbiten;19.05.2022;07:00-08:30;09.05.2022;09.05.2022 08:36;1
<br/>;;NOK 100;yes;259445;Dropin  - Sukkerbiten;19.05.2022;07:00-08:30;10.05.2022;10.05.2022 13:57;1
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 400;NOK 0;No;6073592;Dropin  - Sukkerbiten;19.05.2022;07:00-08:30;11.05.2022;11.05.2022 08:52;1
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 400    Gyldig for angitt antall dager NOK 400;NOK 0;yes;5838648;Dropin  - Sukkerbiten;19.05.2022;07:00-08:30;11.05.2022;11.05.2022 08:52;1
<br/>;;NOK 100;yes;6565161;Dropin  - Sukkerbiten;19.05.2022;07:00-08:30;12.05.2022;12.05.2022 06:50;1
<br/>;;NOK 100;yes;5973994;Dropin  - Sukkerbiten;19.05.2022;07:00-08:30;12.05.2022;12.05.2022 08:23;1
<br/>;;NOK 100;yes;6807893;Dropin  - Sukkerbiten;19.05.2022;07:00-08:30;12.05.2022;12.05.2022 08:34;1
<br/>;;NOK 350;No;6881587;Dropin  - Sukkerbiten;19.05.2022;07:00-08:30;12.05.2022;12.05.2022 08:44;2
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 400;NOK 0;;6107330;Dropin  - Sukkerbiten;19.05.2022;07:00-08:30;12.05.2022;12.05.2022 08:59;1
<br/>;;NOK 100;yes;5737148;Dropin  - Sukkerbiten;19.05.2022;07:00-08:30;12.05.2022;12.05.2022 11:55;1
<br/>;;NOK 100;yes;6807893;Dropin  - Sukkerbiten;19.05.2022;07:00-08:30;12.05.2022;12.05.2022 22:12;1
<br/>;;NOK 100;yes;6516512;Dropin  - Sukkerbiten;19.05.2022;07:00-08:30;13.05.2022;13.05.2022 06:45;1
<br/>;;NOK 100;yes;6807893;Dropin  - Sukkerbiten;19.05.2022;07:00-08:30;13.05.2022;13.05.2022 08:52;1
<br/>;Gyldig for angitt antall dager NOK 1 000;NOK 100;yes;5868548;Dropin  - Sukkerbiten;19.05.2022;07:00-08:30;13.05.2022;13.05.2022 11:51;1
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 1 300    Gyldig for angitt antall dager NOK 400;NOK 0;yes;5934482;Dropin  - Sukkerbiten;19.05.2022;07:00-08:30;13.05.2022;13.05.2022 13:06;1
<br/>;;NOK 175;No;6224105;Dropin  - Sukkerbiten;19.05.2022;07:00-08:30;13.05.2022;13.05.2022 16:22;1
Gavekort<br/>;;NOK 0;No;6360357;Dropin  - Sukkerbiten;19.05.2022;07:00-08:30;14.05.2022;14.05.2022 10:02;1
<br/>;Antall ganger NOK 400;NOK 100;yes;6395698;Dropin  - Sukkerbiten;19.05.2022;07:00-08:30;14.05.2022;14.05.2022 10:03;1
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 400    Gyldig for angitt antall dager NOK 400;NOK 0;yes;6191096;Dropin  - Sukkerbiten;19.05.2022;07:00-08:30;14.05.2022;14.05.2022 20:48;1
<br/>;Gyldig for angitt antall dager NOK 1 000;NOK 200;yes;5510758;Dropin  - Sukkerbiten;19.05.2022;07:00-08:30;15.05.2022;15.05.2022 11:47;2
<br/>;;NOK 200;yes;5942352;Dropin  - Sukkerbiten;19.05.2022;07:00-08:30;15.05.2022;15.05.2022 14:53;2
<br/>;Gyldig for angitt antall dager NOK 1 000;NOK 100;yes;5868551;Dropin  - Sukkerbiten;19.05.2022;07:00-08:30;15.05.2022;15.05.2022 18:17;1
<br/>;Gyldig for angitt antall dager NOK 1 000;NOK 100;yes;5502124;Dropin  - Sukkerbiten;19.05.2022;07:00-08:30;15.05.2022;15.05.2022 19:28;1
<br/>;;NOK 100;yes;6429686;Dropin  - Sukkerbiten;19.05.2022;07:00-08:30;15.05.2022;15.05.2022 22:18;1
<br/>;;NOK 400;yes;6581333;Dropin  - Sukkerbiten;19.05.2022;07:00-08:30;16.05.2022;16.05.2022 09:42;4
<br/>;;NOK 175;No;6355817;Dropin  - Sukkerbiten;19.05.2022;07:00-08:30;16.05.2022;16.05.2022 10:04;1
<br/>;;NOK 175;No;5823376;Dropin  - Sukkerbiten;19.05.2022;07:00-08:30;16.05.2022;16.05.2022 15:46;1
<br/>;;NOK 175;No;5998809;Dropin  - Sukkerbiten;19.05.2022;07:00-08:30;17.05.2022;17.05.2022 20:00;1
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 2 500;NOK 0;yes;5501299;Dropin  - Sukkerbiten;19.05.2022;07:00-08:30;17.05.2022;17.05.2022 21:34;1
<br/>;Forhåndsbetalt beløp NOK 2 500    Gyldig for angitt antall dager NOK 2 500    Rabatten er gyldig for et gitt antall dager;NOK 0;yes;5501531;Dropin  - Sukkerbiten;19.05.2022;07:00-08:30;18.05.2022;18.05.2022 08:07;1
<br/>;;NOK 100;yes;5935905;Dropin  - Sukkerbiten;19.05.2022;07:00-08:30;18.05.2022;18.05.2022 11:06;1
<br/>;;NOK 100;yes;6674040;Dropin  - Sukkerbiten;19.05.2022;07:00-08:30;18.05.2022;18.05.2022 12:56;1
<br/>;;NOK 100;yes;6094686;Dropin  - Sukkerbiten;19.05.2022;07:00-08:30;18.05.2022;18.05.2022 14:16;1
Årskort/månedskort   <br/>;Antall ganger NOK 2 000    Gyldig for angitt antall dager NOK 2 800;NOK 0;No;6232245;Dropin  - Sukkerbiten;19.05.2022;07:00-08:30;18.05.2022;18.05.2022 15:00;1
<br/>;;NOK 100;yes;6293768;Dropin  - Sukkerbiten;19.05.2022;07:00-08:30;18.05.2022;18.05.2022 15:15;1
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 400;NOK 0;yes;6187272;Dropin  - Sukkerbiten;19.05.2022;07:00-08:30;18.05.2022;18.05.2022 15:47;1
<br/>;;NOK 100;yes;6221214;Dropin  - Sukkerbiten;19.05.2022;07:00-08:30;18.05.2022;18.05.2022 15:48;1
<br/>;;NOK 100;yes;6187466;Dropin  - Sukkerbiten;19.05.2022;07:00-08:30;18.05.2022;18.05.2022 15:55;1
<br/>;;NOK 175;No;6912328;Dropin  - Sukkerbiten;19.05.2022;07:00-08:30;18.05.2022;18.05.2022 16:04;1
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 400;NOK 0;yes;6902559;Dropin  - Sukkerbiten;19.05.2022;07:00-08:30;18.05.2022;18.05.2022 16:26;1
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 400    Antall ganger NOK 200;NOK 0;yes;6109520;Dropin  - Sukkerbiten;19.05.2022;07:00-08:30;18.05.2022;18.05.2022 22:56;1
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 2 800;NOK 0;yes;5501307;Dropin  - Sukkerbiten;19.05.2022;07:00-08:30;19.05.2022;19.05.2022 06:38;1
<br/>;Gyldig for angitt antall dager NOK 400;NOK 0;yes;6182908;Dropin  - Bademaschin/Snipa;19.05.2022;07:00-08:30;18.05.2022;18.05.2022 16:00;1
<br/>;Gyldig for angitt antall dager NOK 400;NOK 0;yes;6827280;Dropin  - Bademaschin/Snipa;19.05.2022;07:00-08:30;18.05.2022;18.05.2022 16:34;1
<br/>;;NOK 200;yes;6877950;Dropin  - Bademaschin/Snipa;19.05.2022;07:00-08:30;18.05.2022;18.05.2022 21:47;2
<br/>;Gyldig for angitt antall dager NOK 400;NOK 0;yes;6548163;Dropin  - Bademaschin/Snipa;19.05.2022;07:00-08:30;18.05.2022;18.05.2022 23:10;1
<br/>;;NOK 100;yes;5989627;Dropin  - Sukkerbiten;19.05.2022;08:30-10:00;28.04.2022;28.04.2022 09:22;1
<br/>;;NOK 100;yes;6530309;Dropin  - Sukkerbiten;19.05.2022;08:30-10:00;28.04.2022;28.04.2022 10:58;1
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 1 000    Gyldig for angitt antall dager NOK 400;NOK 0;yes;5501379;Dropin  - Sukkerbiten;19.05.2022;08:30-10:00;05.05.2022;05.05.2022 12:30;1
<br/>;;NOK 200;yes;5501519;Dropin  - Sukkerbiten;19.05.2022;08:30-10:00;05.05.2022;05.05.2022 22:12;2
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 2 800;NOK 0;No;5501415;Dropin  - Sukkerbiten;19.05.2022;08:30-10:00;13.05.2022;13.05.2022 10:31;1
<br/>;Gyldig for angitt antall dager NOK 400;NOK 0;No;6822915;Dropin  - Sukkerbiten;19.05.2022;08:30-10:00;16.05.2022;16.05.2022 07:37;1
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 1 300    Gyldig for angitt antall dager NOK 400;NOK 0;yes;5783250;Dropin  - Sukkerbiten;19.05.2022;08:30-10:00;17.05.2022;17.05.2022 15:05;1
<br/>;Gyldig for angitt antall dager NOK 400;NOK 0;yes;6760793;Dropin  - Sukkerbiten;19.05.2022;08:30-10:00;18.05.2022;18.05.2022 07:17;1
<br/>;;NOK 175;No;6910430;Dropin  - Sukkerbiten;19.05.2022;08:30-10:00;18.05.2022;18.05.2022 07:44;1
<br/>;Gyldig for angitt antall dager NOK 2 500    Gyldig for angitt antall dager NOK 2 800    Antall ganger NOK 300    Gyldig for angitt antall dager NOK 400;NOK 0;yes;5501356;Dropin  - Sukkerbiten;19.05.2022;08:30-10:00;18.05.2022;18.05.2022 11:07;1
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 2 500;NOK 0;No;6085772;Dropin  - Sukkerbiten;19.05.2022;08:30-10:00;18.05.2022;18.05.2022 11:29;1
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 400;NOK 0;yes;6108148;Dropin  - Sukkerbiten;19.05.2022;08:30-10:00;18.05.2022;18.05.2022 13:51;1
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 400;NOK 0;No;6286157;Dropin  - Sukkerbiten;19.05.2022;08:30-10:00;18.05.2022;18.05.2022 14:31;1
<br/>;;NOK 100;yes;6485350;Dropin  - Sukkerbiten;19.05.2022;08:30-10:00;18.05.2022;18.05.2022 16:20;1
<br/>;;NOK 200;yes;6849987;Dropin  - Sukkerbiten;19.05.2022;08:30-10:00;18.05.2022;18.05.2022 17:43;2
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 400;NOK 0;No;6482211;Dropin  - Sukkerbiten;19.05.2022;08:30-10:00;18.05.2022;18.05.2022 18:17;1
<br/>;;NOK 100;yes;6188387;Dropin  - Sukkerbiten;19.05.2022;08:30-10:00;18.05.2022;18.05.2022 19:25;1
<br/>;;NOK 100;yes;6413237;Dropin  - Sukkerbiten;19.05.2022;08:30-10:00;18.05.2022;18.05.2022 20:50;1
<br/>;Gyldig for angitt antall dager NOK 2 800    Rabatten er gyldig for et gitt antall dager     Gyldig for angitt antall dager NOK 400;NOK 0;No;5712117;Dropin  - Sukkerbiten;19.05.2022;08:30-10:00;18.05.2022;18.05.2022 21:05;1
<br/>;;NOK 350;No;6913670;Dropin  - Sukkerbiten;19.05.2022;08:30-10:00;18.05.2022;18.05.2022 21:28;2
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 400    Gyldig for angitt antall dager NOK 400;NOK 0;yes;6182327;Dropin  - Sukkerbiten;19.05.2022;08:30-10:00;18.05.2022;18.05.2022 22:08;1
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 400    Gyldig for angitt antall dager NOK 400;NOK 0;yes;5865240;Dropin  - Sukkerbiten;19.05.2022;08:30-10:00;18.05.2022;18.05.2022 22:41;1
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 2 500;NOK 0;yes;5501747;Dropin  - Sukkerbiten;19.05.2022;08:30-10:00;18.05.2022;18.05.2022 23:33;1
<br/>;;NOK 100;yes;6082587;Dropin  - Sukkerbiten;19.05.2022;08:30-10:00;19.05.2022;19.05.2022 07:39;1
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 400;NOK 0;yes;5501691;Dropin  - Bademaschin/Snipa;19.05.2022;08:30-10:00;10.05.2022;10.05.2022 10:50;1
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 400    Gyldig for angitt antall dager NOK 400    Antall ganger NOK 300;NOK 0;No;5707142;Dropin  - Bademaschin/Snipa;19.05.2022;08:30-10:00;15.05.2022;15.05.2022 11:00;1
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 400;NOK 0;yes;6614241;Dropin  - Bademaschin/Snipa;19.05.2022;08:30-10:00;18.05.2022;18.05.2022 00:15;1
<br/>;;NOK 100;yes;6687435;Dropin  - Bademaschin/Snipa;19.05.2022;08:30-10:00;18.05.2022;18.05.2022 17:08;1
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 400;NOK 0;No;6423874;Dropin  - Bademaschin/Snipa;19.05.2022;08:30-10:00;19.05.2022;19.05.2022 06:08;1
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 400;NOK 0;yes;6398210;Dropin  - Sukkerbiten;19.05.2022;10:00-11:30;13.05.2022;13.05.2022 09:58;1
<br/>;;NOK 350;No;6886848;Dropin  - Sukkerbiten;19.05.2022;10:00-11:30;13.05.2022;13.05.2022 09:59;2
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 2 800;NOK 0;No;5826838;Dropin  - Sukkerbiten;19.05.2022;10:00-11:30;15.05.2022;15.05.2022 17:49;1
<br/>;;NOK 175;No;6118592;Dropin  - Sukkerbiten;19.05.2022;10:00-11:30;15.05.2022;15.05.2022 20:56;1
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 1 000    Gyldig for angitt antall dager NOK 400;NOK 0;yes;5877772;Dropin  - Sukkerbiten;19.05.2022;10:00-11:30;16.05.2022;16.05.2022 00:33;1
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 400    Gyldig for angitt antall dager NOK 400;NOK 0;yes;6200133;Dropin  - Sukkerbiten;19.05.2022;10:00-11:30;16.05.2022;16.05.2022 00:34;1
<br/>;;NOK 350;No;6900899;Dropin  - Sukkerbiten;19.05.2022;10:00-11:30;16.05.2022;16.05.2022 10:19;2
<br/>;;NOK 100;yes;6520141;Dropin  - Sukkerbiten;19.05.2022;10:00-11:30;17.05.2022;17.05.2022 10:16;1
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 400;NOK 0;No;5783589;Dropin  - Sukkerbiten;19.05.2022;10:00-11:30;18.05.2022;18.05.2022 19:34;1
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 400;NOK 0;No;6893926;Dropin  - Sukkerbiten;19.05.2022;10:00-11:30;18.05.2022;18.05.2022 19:46;1
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 400;NOK 0;No;6888787;Dropin  - Sukkerbiten;19.05.2022;10:00-11:30;18.05.2022;18.05.2022 19:58;1
<br/>;;NOK 100;yes;5883942;Dropin  - Sukkerbiten;19.05.2022;10:00-11:30;18.05.2022;18.05.2022 21:08;1
<br/>;;NOK 350;No;6913989;Dropin  - Sukkerbiten;19.05.2022;10:00-11:30;18.05.2022;18.05.2022 22:37;2
<br/>;;NOK 175;No;6914007;Dropin  - Sukkerbiten;19.05.2022;10:00-11:30;18.05.2022;18.05.2022 22:45;1
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 400    Gyldig for angitt antall dager NOK 400;NOK 0;No;6046619;Dropin  - Sukkerbiten;19.05.2022;10:00-11:30;18.05.2022;18.05.2022 23:10;1
<br/>;;NOK 200;yes;6223241;Dropin  - Sukkerbiten;19.05.2022;10:00-11:30;18.05.2022;18.05.2022 23:48;2
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 400;NOK 0;yes;5754892;Dropin  - Sukkerbiten;19.05.2022;10:00-11:30;19.05.2022;19.05.2022 07:52;1
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 400;NOK 0;No;6222810;Dropin  - Sukkerbiten;19.05.2022;10:00-11:30;19.05.2022;19.05.2022 09:30;1
<br/>;;NOK 200;yes;6397118;Dropin  - Bademaschin/Snipa;19.05.2022;10:00-11:30;12.05.2022;12.05.2022 13:17;2
<br/>;;NOK 100;yes;6714640;Dropin  - Bademaschin/Snipa;19.05.2022;10:00-11:30;14.05.2022;14.05.2022 08:32;1
<br/>;;NOK 100;yes;6260235;Dropin  - Bademaschin/Snipa;19.05.2022;10:00-11:30;14.05.2022;14.05.2022 08:46;1
<br/>;;NOK 200;yes;6769775;Dropin  - Bademaschin/Snipa;19.05.2022;10:00-11:30;18.05.2022;18.05.2022 21:57;2
<br/>;;NOK 175;No;6915727;Dropin  - Bademaschin/Snipa;19.05.2022;10:00-11:30;19.05.2022;19.05.2022 09:33;1
<br/>;;NOK 1 500;No;5707285;Måken;19.05.2022;10:00-12:00;13.05.2022;13.05.2022 15:51;1
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 400    Gyldig for angitt antall dager NOK 400    Antall ganger NOK 600;NOK 0;yes;5518913;Dropin  - Sukkerbiten;19.05.2022;11:30-13:00;08.05.2022;08.05.2022 18:40;1
<br/>;;NOK 200;yes;6901216;Dropin  - Sukkerbiten;19.05.2022;11:30-13:00;16.05.2022;16.05.2022 12:00;2
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 400;NOK 0;yes;6146543;Dropin  - Sukkerbiten;19.05.2022;11:30-13:00;18.05.2022;18.05.2022 06:23;1
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 400;NOK 0;yes;6874094;Dropin  - Sukkerbiten;19.05.2022;11:30-13:00;18.05.2022;18.05.2022 17:06;1
<br/>;;NOK 175;No;6912616;Dropin  - Sukkerbiten;19.05.2022;11:30-13:00;18.05.2022;18.05.2022 17:12;1
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 2 800    Rabatten er gyldig for et gitt antall dager;NOK 0;yes;5716342;Dropin  - Sukkerbiten;19.05.2022;11:30-13:00;18.05.2022;18.05.2022 21:15;1
<br/>;Gyldig for angitt antall dager NOK 2 500    Rabatten er gyldig for et gitt antall dager     Gyldig for angitt antall dager NOK 400;NOK 0;No;5707164;Dropin  - Sukkerbiten;19.05.2022;11:30-13:00;18.05.2022;18.05.2022 21:16;1
<br/>;;NOK 525;No;6912249;Dropin  - Sukkerbiten;19.05.2022;11:30-13:00;19.05.2022;19.05.2022 08:09;3
<br/>;;NOK 350;No;6200351;Dropin  - Sukkerbiten;19.05.2022;11:30-13:00;19.05.2022;19.05.2022 08:52;2
<br/>;;NOK 100;yes;6485350;Dropin  - Sukkerbiten;19.05.2022;11:30-13:00;19.05.2022;19.05.2022 09:49;1
<br/>;Gyldig for angitt antall dager NOK 400;NOK 0;yes;6073950;Dropin  - Sukkerbiten;19.05.2022;11:30-13:00;19.05.2022;19.05.2022 10:20;1
<br/>;;NOK 1 800;No;6889349;Badstua Bispen;19.05.2022;12:30-14:30;13.05.2022;13.05.2022 19:45;1
<br/>;;NOK 350;No;6398287;Dropin  - Sukkerbiten;19.05.2022;13:00-14:30;15.05.2022;15.05.2022 21:14;2
<br/>;Gyldig for angitt antall dager NOK 400;NOK 0;yes;6799835;Dropin  - Sukkerbiten;19.05.2022;13:00-14:30;18.05.2022;18.05.2022 21:38;1
<br/>;Gyldig for angitt antall dager NOK 400;NOK 0;yes;6625168;Dropin  - Sukkerbiten;19.05.2022;13:00-14:30;19.05.2022;19.05.2022 00:16;1
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 400    Gyldig for angitt antall dager NOK 400;NOK 0;yes;5536928;Dropin  - Sukkerbiten;19.05.2022;13:00-14:30;19.05.2022;19.05.2022 01:27;1
<br/>;Gyldig for angitt antall dager NOK 1 000    Gyldig for angitt antall dager NOK 400;NOK 100;yes;5858409;Dropin  - Sukkerbiten;19.05.2022;13:00-14:30;19.05.2022;19.05.2022 11:39;1
<br/>;Gyldig for angitt antall dager NOK 400;NOK 0;yes;6064820;Dropin  - Sukkerbiten;19.05.2022;13:00-14:30;19.05.2022;19.05.2022 12:34;1
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 400;NOK 0;yes;6190389;Dropin  - Bademaschin/Snipa;19.05.2022;13:00-14:30;13.05.2022;13.05.2022 23:33;1
<br/>;;NOK 1 500;No;6898910;Måken;19.05.2022;14:00-16:00;15.05.2022;15.05.2022 21:35;1
<br/>;;NOK 2 000;No;6753959;Ærfuglen;19.05.2022;14:15-16:15;04.04.2022;04.04.2022 13:31;1
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 400    Gyldig for angitt antall dager NOK 400;NOK 0;yes;6153301;Dropin  - Sukkerbiten;19.05.2022;14:30-16:00;03.05.2022;03.05.2022 11:38;1
Årskort/månedskort   <br/>;Gyldig for angitt antall dager NOK 2 500    Rabatten er gyldig for et gitt antall dager;NOK 0;No;5502224;Dropin  - Sukkerbiten;19.05.2022;14:30-16:00;05.05.2022;05.05.2022 10:21;1
